ID,SAMPLE,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q3_23,Q3_24,Q3_25,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q5_21,Q5_22,Q5_23,Q5_24,Q5_25,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13
ry42umm63fgo5xpfxg7m71q0,PJ,2019-08-19 13:19:14,2019-08-19 13:23:06,0,100,232,1,2019-08-19 13:23:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,7,4,5,7,1,2,1,6,6,6,2,5,7,1,1,6,2,5,1,6,5,professional
zqwafjvksrwygkyr49klcd2y,PJ,2019-08-19 13:18:14,2019-08-19 13:23:08,0,100,293,1,2019-08-19 13:23:08,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,3,1,1,7,7,1,1,7,7,2,1,5,3,4,3,4,2,People in the working class group
lm5bj8o4wcf3ev97p5tnvozs,PJ,2019-08-19 13:15:51,2019-08-19 13:23:17,0,100,445,1,2019-08-19 13:23:17,NA,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,1,5,2,3,7,5,5,7,7,1,1,6,3,3,1,4,1,Working class
36vah0gkeq8eups9dmmxfru6,PJ,2019-08-19 13:18:14,2019-08-19 13:23:19,0,100,305,1,2019-08-19 13:23:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,6,1,5,7,1,2,1,6,6,2,7,5,6,4,4,5,5,5,4,5,3,professionals
dnhrlmwte0jo6chbl858tnjj,PJ,2019-08-19 13:19:08,2019-08-19 13:23:34,0,100,266,1,2019-08-19 13:23:35,NA,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,3,2,4,5,3,3,5,6,2,3,4,2,3,3,5,3,working class people
kh5cbz79sen95mti7c3fyc4h,PJ,2019-08-19 13:17:58,2019-08-19 13:24:07,0,100,368,1,2019-08-19 13:24:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,7,6,6,6,3,1,1,7,7,1,1,7,7,5,1,4,2,4,5,5,5,professionals eg admin and managers
ph83et5ume8rcjbn61ztm3g7,PJ,2019-08-19 13:20:01,2019-08-19 13:24:09,0,100,247,1,2019-08-19 13:24:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,6,6,6,6,1,6,6,6,3,5,5,3,5,6,4,3,4,5,5,4,5,People with professional jobs
jmxbpq4chu9m1xrytkppthw8,PJ,2019-08-19 13:13:15,2019-08-19 13:24:21,0,100,665,1,2019-08-19 13:24:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,6,5,7,6,1,2,5,6,7,3,2,7,7,2,2,5,2,4,1,5,2,Professional workers
qz9q3cdmeb2n3y0e1usy8r2z,PJ,2019-08-19 13:19:42,2019-08-19 13:24:31,0,100,289,1,2019-08-19 13:24:31,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,4,3,3,1,7,6,2,3,6,7,4,3,5,2,3,3,5,3,Working class
3w5xc66fwcsdmg3niwwtv07z,PJ,2019-08-19 13:18:40,2019-08-19 13:24:31,0,100,351,1,2019-08-19 13:24:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,6,5,6,6,1,1,1,6,7,4,1,7,7,6,3,5,4,5,3,4,2,professional people
h0z7hbmfkxi8xilqem6a1i8p,PJ,2019-08-19 13:16:04,2019-08-19 13:24:40,0,100,515,1,2019-08-19 13:24:40,NA,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,4,1,6,7,1,1,7,7,2,2,6,2,2,3,7,2,Unskilled workers otherwise referred to as the working class
5l0slq33c3470x285uvpwk0g,WJ,2019-08-19 13:19:41,2019-08-19 13:24:47,0,100,306,1,2019-08-19 13:24:48,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,3,3,6,7,1,2,6,7,3,3,4,4,4,3,4,2,working class
urg2rjvqlni12qi9vxdsf57s,PJ,2019-08-19 13:17:39,2019-08-19 13:24:49,0,100,430,1,2019-08-19 13:24:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,7,7,7,7,3,3,6,6,5,3,7,5,7,4,3,4,5,5,3,5,4,People in Professional Jobs or management etc people with university degrees
34uz2ht97p3p60p6csf5krkm,PJ,2019-08-19 13:18:36,2019-08-19 13:25:14,0,100,397,1,2019-08-19 13:25:14,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,6,2,1,1,7,7,2,2,7,7,3,2,7,5,5,3,5,3,Working class
iwqjrlnvxesgshm6w78iu8eq,PJ,2019-08-19 13:20:52,2019-08-19 13:25:41,0,100,289,1,2019-08-19 13:25:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,3,5,6,4,1,3,1,5,6,3,2,5,6,5,6,2,2,5,2,3,3,Professional level employees usually with a degree
km0igozlb0vp65pycngd0ta1,PJ,2019-08-19 13:18:01,2019-08-19 13:25:42,0,100,460,1,2019-08-19 13:25:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,5,5,6,6,2,3,3,5,6,5,4,5,6,3,3,6,5,4,3,5,4,people with professional jobs
ts8ukeptdgttnpia38tdtwv2,PJ,2019-08-19 13:22:50,2019-08-19 13:25:43,0,100,173,1,2019-08-19 13:25:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,6,7,7,1,1,1,7,7,3,2,7,7,1,1,6,2,1,1,7,1,professionals and senior managers and administrators
o4k3bclaymqyxoxwd6qe253i,WJ,2019-08-19 13:22:16,2019-08-19 13:25:46,0,100,209,1,2019-08-19 13:25:47,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,1,1,7,7,1,1,7,7,2,1,6,1,4,2,6,1,Unskilled workers
caqnv74lqt49mv3e9tmf2ro5,PJ,2019-08-19 13:17:32,2019-08-19 13:25:49,0,100,497,1,2019-08-19 13:25:50,NA,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,1,2,6,1,6,7,2,2,7,7,3,1,7,5,5,1,5,2,working class
gp822fstq9mclnjetink1dky,PJ,2019-08-19 13:20:52,2019-08-19 13:25:58,0,100,305,1,2019-08-19 13:25:58,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,7,2,7,7,2,6,4,3,2,5,1,6,7,1,1,1,7,7,people in working class jobs
fk0snw9yu4i2g47v7f09sh4t,PJ,2019-08-19 13:22:30,2019-08-19 13:26:08,0,100,217,1,2019-08-19 13:26:08,NA,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,2,2,1,2,7,3,3,5,7,3,3,4,3,3,3,5,2,working class
4r6o9t5ggy40wfi4xjwlz5xs,PJ,2019-08-19 13:21:36,2019-08-19 13:26:14,0,100,277,1,2019-08-19 13:26:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,4,3,5,2,5,4,4,5,4,4,5,4,5,6,6,5,6,5,5,6,working class
t7qfti7lz4zwuyifilruqdrm,PJ,2019-08-19 13:18:29,2019-08-19 13:26:19,0,100,470,1,2019-08-19 13:26:20,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,4,3,3,1,6,7,2,2,6,7,2,1,5,1,3,2,6,1,working class
4b7deafqhrzdyp9q4pjg2fa6,PJ,2019-08-19 13:18:50,2019-08-19 13:26:21,0,100,450,1,2019-08-19 13:26:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,5,1,1,7,1,6,6,2,4,6,3,4,5,5,4,5,3,5,6,6,6,Professional people
q1r5e7pn5cpxksdjusfiqz2v,PJ,2019-08-19 13:19:22,2019-08-19 13:27:07,0,100,464,1,2019-08-19 13:27:07,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,1,3,2,6,6,2,2,6,6,3,4,6,4,4,3,5,3,working class
jl3ccv08dwfwlj7vqlt9fidp,PJ,2019-08-19 13:23:19,2019-08-19 13:27:15,0,100,235,1,2019-08-19 13:27:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,6,1,6,6,2,3,1,6,6,4,3,3,7,6,6,2,4,6,3,2,6,professionals
b4r3buj9rod7slurxy400jot,PJ,2019-08-19 13:22:05,2019-08-19 13:28:12,0,100,366,1,2019-08-19 13:28:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,6,7,7,7,1,4,5,6,3,5,4,3,3,2,2,3,2,3,5,6,4,Professionals
4hy646vqpkt73bt4ub71dxy9,PJ,2019-08-19 13:24:54,2019-08-19 13:28:20,0,100,206,1,2019-08-19 13:28:21,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,5,3,1,1,2,6,2,1,6,7,1,1,7,2,1,2,7,4,Working class
kggcd1as632e92dfgu3uyxeo,WJ,2019-08-19 13:22:27,2019-08-19 13:28:32,0,100,364,1,2019-08-19 13:28:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,6,3,3,4,3,4,3,5,5,4,4,5,5,3,4,4,3,4,3,3,3,Professional
6mpbeo519yk5sbrm3syx0mnq,PJ,2019-08-19 13:18:47,2019-08-19 13:28:37,0,100,589,1,2019-08-19 13:28:37,NA,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,2,5,5,4,4,4,4,5,5,5,5,5,6,5,5,4,6,working class
qppxbfsj4iufs6cd57bcez12,PJ,2019-08-19 13:22:46,2019-08-19 13:29:17,0,100,390,1,2019-08-19 13:29:17,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,4,3,1,1,6,4,2,2,7,7,5,5,3,6,5,3,2,3,Working class employees
m8qb4tioqe3xhxubhulfppry,PJ,2019-08-19 13:13:13,2019-08-19 13:29:28,0,100,974,1,2019-08-19 13:29:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2,5,7,2,6,1,2,7,6,6,2,7,5,3,3,2,5,3,3,4,professionals with degrees
34zhiwyvwrgl86mhlt73h64o,PJ,2019-08-19 13:22:43,2019-08-19 13:30:32,0,100,468,1,2019-08-19 13:30:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,6,7,7,7,1,2,1,6,7,2,1,7,7,6,3,5,7,6,4,2,6,Professional employee
b502ooejox171qxvtsdkahrp,PJ,2019-08-19 13:22:46,2019-08-19 13:30:39,0,100,473,1,2019-08-19 13:30:39,NA,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,3,4,5,7,4,4,5,5,5,3,2,6,1,2,4,7,1,unskilled and manual workers and jobs that generally do not need a degree level education
oc3djtq2tfd6qh1xxw3yzogo,WJ,2019-08-19 13:18:17,2019-08-19 13:30:40,0,100,742,1,2019-08-19 13:30:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,3,1,1,2,2,4,5,5,2,6,5,3,3,2,3,5,1,4,2,7,2,Profesional workers
w4cmusrc0w8dls5120gozb3c,PJ,2019-08-19 13:27:33,2019-08-19 13:30:47,0,100,194,1,2019-08-19 13:30:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,7,1,7,7,3,1,1,7,7,7,1,7,7,3,3,6,5,3,3,5,2,Professionals
0qcyas3ya0z1r5uqxoo9dg12,PJ,2019-08-19 13:27:55,2019-08-19 13:30:48,0,100,172,1,2019-08-19 13:30:48,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,3,3,1,1,7,7,2,1,7,7,2,3,5,4,3,2,5,2,Working class people in manual and skilled trades
jdyehla1t6zg8gqmfjuxhk4c,PJ,2019-08-19 13:26:20,2019-08-19 13:31:18,0,100,298,1,2019-08-19 13:31:18,NA,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,6,2,3,1,1,7,2,2,7,7,3,4,3,5,5,4,4,3,Unskilled manual jobs non professionals
tfdscsgijkuzlkudluna7rsx,PJ,2019-08-19 13:27:17,2019-08-19 13:31:30,0,100,252,1,2019-08-19 13:31:30,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,2,3,2,7,7,2,2,6,7,5,4,3,4,5,5,5,4,Working class employees
wyr0f0cyw7hwf9nuh62kagql,PJ,2019-08-19 13:25:10,2019-08-19 13:31:41,0,100,390,1,2019-08-19 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,6,4,6,6,4,4,2,6,6,3,2,6,6,3,3,5,1,2,2,5,2,Professional workers
d5pgihh9wyrw3jc010ogj77j,PJ,2019-08-19 13:27:28,2019-08-19 13:31:47,0,100,259,1,2019-08-19 13:31:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,7,7,7,7,2,4,2,6,7,2,2,7,7,2,1,7,2,3,1,4,3,Professionals and management
9p0tvkx4jftxsk8kcl43nbpc,PJ,2019-08-19 13:26:24,2019-08-19 13:32:06,0,100,341,1,2019-08-19 13:32:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,5,6,6,6,2,5,2,5,4,3,3,6,6,5,5,3,6,6,6,3,5,People in Professional Jobs
emyekdi9fzmo5piaajut6s93,PJ,2019-08-19 13:25:29,2019-08-19 13:32:19,0,100,410,1,2019-08-19 13:32:19,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,5,2,3,3,4,5,7,1,1,7,7,1,2,6,3,4,2,1,3,working class people
106qg71jzjkrlysxilc6vqha,PJ,2019-08-19 13:27:29,2019-08-19 13:32:58,0,100,329,1,2019-08-19 13:32:59,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,2,3,1,6,7,6,2,6,6,2,3,5,5,3,1,5,2,working class semi skilled and unskilled workers
4ap22bdb0mdrt8yswpbwu7yz,WJ,2019-08-19 13:25:20,2019-08-19 13:33:06,0,100,466,1,2019-08-19 13:33:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,5,1,2,3,1,1,2,6,4,3,2,7,7,2,2,5,3,3,1,3,2,People with professional jobs
819jd2qgopfpgfn2bvht0hvb,PJ,2019-08-19 13:30:06,2019-08-19 13:33:11,0,100,184,1,2019-08-19 13:33:11,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,5,2,5,3,6,6,5,6,5,6,5,2,3,7,2,3,5,3,Working class people
gq66jq8bl95z0ymrmtmsufp6,PJ,2019-08-19 13:30:45,2019-08-19 13:33:22,0,100,157,1,2019-08-19 13:33:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,7,6,6,6,2,2,2,6,6,2,2,6,7,5,3,5,3,5,3,6,3,Professionals
bic2rle7mpazwxqk3w472n7o,WJ,2019-08-19 13:23:37,2019-08-19 13:33:26,0,100,589,1,2019-08-19 13:33:26,NA,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,7,1,1,1,7,7,1,1,7,7,3,3,5,4,3,3,4,2,working class
0dt6pnybelt7c683u3rhkrz2,PJ,2019-08-19 13:29:00,2019-08-19 13:34:06,0,100,305,1,2019-08-19 13:34:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,5,4,4,5,1,5,2,6,6,3,2,6,6,2,2,6,2,2,3,6,2,I have forgotten and wasnt able to go back a read the brief again
sw68vqzloniwrvd52dkablof,PJ,2019-08-19 13:29:31,2019-08-19 13:34:21,0,100,289,1,2019-08-19 13:34:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,7,6,7,7,2,2,2,7,7,1,1,7,7,2,2,4,2,2,2,6,3,Professionals
viufjhpjmao0w5adqjt0yn3l,PJ,2019-08-19 13:30:11,2019-08-19 13:34:36,0,100,265,1,2019-08-19 13:34:37,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,2,2,1,7,7,4,3,7,7,1,1,7,2,5,1,3,1,Working class jobs that did not require degree level education
9suyes4r7jsle3xc2h19m2bu,PJ,2019-08-19 13:28:08,2019-08-19 13:34:39,0,100,391,1,2019-08-19 13:34:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,7,6,6,7,3,4,4,5,5,4,4,5,6,3,2,6,2,3,2,6,2,Professional Workers
iw8ioo16894fdjq781p8jrbi,WJ,2019-08-19 13:29:22,2019-08-19 13:34:59,0,100,336,1,2019-08-19 13:34:59,NA,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,2,1,1,6,5,2,2,6,6,2,3,3,1,2,1,5,2,working class
stj7pak2wyws3f5mlydrbv3y,PJ,2019-08-19 13:32:10,2019-08-19 13:35:30,0,100,200,1,2019-08-19 13:35:30,NA,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,3,2,3,3,7,5,4,6,6,7,3,2,3,1,2,5,5,5,Working class
